Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5058,FIFA 17,PS3,2016.0,Sports,Electronic Arts,-0.29985237385536145,0.28135231017109824,-0.21929890687052456,0.009086447011571349,-0.10231378965661327
5059,Saints Row: The Third,PC,2011.0,Action,THQ,-0.12901499559078672,0.024971878956752527,-0.25153953697432324,0.061927680515149984,-0.10231378965661327
5060,Just Dance 2015,PS4,2014.0,Misc,Ubisoft,-0.09240698596266356,-0.03419283593886572,-0.25153953697432324,0.061927680515149984,-0.10231378965661327
5061,Madagascar: Escape 2 Africa,PS2,2008.0,Action,Activision,-0.17782567509495092,-0.29057326715321147,-0.25153953697432324,1.1187523505867232,-0.10231378965661327
5062,ZhuZhu Pets: Featuring The Wild Bunch,Wii,2010.0,Simulation,Activision,0.06622772242587012,-0.23140855225759321,-0.25153953697432324,-0.09659601999558601,-0.10231378965661327
5063,Hangman,2600,,Puzzle,Atari,0.10283573205399324,-0.251130123889466,-0.25153953697432324,-0.255119720506322,-0.10231378965661327
5064,Petz Rescue: Wildlife Vet,DS,2008.0,Simulation,Ubisoft,0.10283573205399324,-0.29057326715321147,-0.25153953697432324,-0.09659601999558601,-0.10231378965661327
5065,Green Day: Rock Band,Wii,2010.0,Misc,MTV Games,-0.05579897633454041,-0.05391440757073848,-0.25153953697432324,-0.09659601999558601,-0.10231378965661327
5066,Gravitar,2600,1982.0,Action,Atari,0.10283573205399324,-0.251130123889466,-0.25153953697432324,-0.255119720506322,-0.10231378965661327
5067,Monster Jam: Path of Destruction,DS,2010.0,Racing,Activision,0.10283573205399324,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.10231378965661327
5068,Toukiden: The Age of Demons,PSV,2013.0,Action,Tecmo Koei,-0.2632443642272383,-0.19196540899384773,0.5544762156206445,-0.09659601999558601,-0.10231378965661327
5069,EyeToy Play 2,PS2,2004.0,Misc,Sony Computer Entertainment,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.10231378965661327
5070,Dance Dance Revolution Ultramix 3,XB,2005.0,Simulation,Konami Digital Entertainment,0.017417042921705934,-0.13280069409822948,-0.25153953697432324,-0.2022784870027433,-0.10231378965661327
5071,Mobile Suit Gundam: Extreme VS Full Boost,PS3,2014.0,Fighting,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,0.9736044069700278,-0.255119720506322,-0.10231378965661327
5072,WWE SmackDown vs. Raw 2011,PS2,2010.0,Fighting,THQ,-0.03139363658245832,-0.15252226573010222,-0.25153953697432324,0.1147689140187287,-0.10231378965661327
5073,Need for Speed: Hot Pursuit,PC,2010.0,Racing,Electronic Arts,-0.17782567509495092,0.10385816548424354,-0.25153953697432324,0.061927680515149984,-0.10231378965661327
5074,The Legend of Spyro: A New Beginning,DS,2006.0,Platform,Vivendi Games,0.09063306217795225,-0.2708516955213387,-0.25153953697432324,-0.09659601999558601,-0.10231378965661327
5075,Pro Evolution Soccer 2011 3D,3DS,2011.0,Sports,Konami Digital Entertainment,-0.190028344970992,-0.03419283593886572,0.10310739416746256,-0.14943725349916465,-0.10231378965661327
5076,Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011.0,Role-Playing,Ghostlight,0.017417042921705934,-0.2708516955213387,-0.05809575635153099,-0.14943725349916465,-0.10231378965661327
5077,Dragon Ball Z: Attack of the Saiyans,DS,2009.0,Role-Playing,Namco Bandai Games,-0.16562300521890988,-0.251130123889466,0.42551369520544957,-0.2022784870027433,-0.10231378965661327
5078,Marvel Super Hero Squad,Wii,2009.0,Fighting,THQ,0.054025052549829054,-0.23140855225759321,-0.25153953697432324,-0.09659601999558601,-0.10231378965661327
5079,The House of the Dead: Overkill - Extended Cut,PS3,2011.0,Shooter,Sega,-0.1412176654668278,0.0446934505886253,-0.25153953697432324,0.061927680515149984,-0.10231378965661327
5080,The Golden Compass,PSP,,Action,Sega,-0.190028344970992,0.024971878956752527,-0.25153953697432324,0.2732926145294647,-0.10231378965661327
5081,Harry Potter and the Prisoner of Azkaban,GC,2004.0,Action,Electronic Arts,0.02961971279774693,-0.13280069409822948,-0.25153953697432324,-0.2022784870027433,-0.10231378965661327
5082,Quake 4,X360,2005.0,Shooter,Activision,0.06622772242587012,-0.23140855225759321,-0.25153953697432324,-0.09659601999558601,-0.10231378965661327
5083,Petz Rescue: Ocean Patrol,DS,2008.0,Adventure,Ubisoft,0.10283573205399324,-0.29057326715321147,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
5084,Solaris,2600,1986.0,Shooter,Atari,0.10283573205399324,-0.251130123889466,-0.25153953697432324,-0.255119720506322,-0.10872264882225732
5085,Puppy Palace,DS,2008.0,Simulation,Ubisoft,0.10283573205399324,-0.29057326715321147,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
5086,Super Dragon Ball Z,PS2,2006.0,Fighting,Atari,-0.21443368472307409,-0.15252226573010222,0.36103243499785226,-0.14943725349916465,-0.10872264882225732
5087,Paws & Claws: Pampered Pets,DS,2009.0,Simulation,THQ,0.10283573205399324,-0.29057326715321147,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
5088,ESPN: Sports Connection,WiiU,2012.0,Sports,Ubisoft,-0.06800164621058147,-0.05391440757073848,-0.25153953697432324,-0.04375478649200733,-0.10872264882225732
5089,Alien: Isolation,PS3,2014.0,Shooter,Sega,-0.17782567509495092,0.08413659385237078,-0.25153953697432324,0.1147689140187287,-0.10872264882225732
5090,Naruto Shippuden: Ninja Destiny 2,DS,2008.0,Fighting,Takara Tomy,-0.09240698596266356,-0.23140855225759321,0.16758865437506,-0.14943725349916465,-0.10872264882225732
5091,SAW,PS3,2009.0,Action,Konami Digital Entertainment,-0.16562300521890988,0.0446934505886253,-0.25153953697432324,0.1147689140187287,-0.10872264882225732
5092,The Legend of Spyro: The Eternal Night,DS,2007.0,Platform,Vivendi Games,0.06622772242587012,-0.23140855225759321,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
5093,Tobal 2,PS,1997.0,Fighting,SquareSoft,-0.32425771360744354,-0.29057326715321147,0.8768825166586316,-0.14943725349916465,-0.10872264882225732
5094,Digging for Dinosaurs,DS,2010.0,Action,Scholastic Inc.,0.10283573205399324,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.10872264882225732
5095,Trivial Pursuit,X360,2009.0,Misc,Electronic Arts,-0.17782567509495092,0.12357973711611625,-0.25153953697432324,-0.04375478649200733,-0.10872264882225732
5096,Tiger Woods PGA Tour 09,PS2,2008.0,Sports,Electronic Arts,-0.12901499559078672,-0.29057326715321147,-0.25153953697432324,0.85454618306883,-0.10872264882225732
5097,Ultimate Spider-Man,GC,2005.0,Action,Activision,0.02961971279774693,-0.15252226573010222,-0.25153953697432324,-0.2022784870027433,-0.10872264882225732
5098,Life is Strange,PS4,2016.0,Adventure,Square Enix,-0.1534203353428688,0.005250307324879761,-0.1548176466629271,0.061927680515149984,-0.10872264882225732
5099,Kingdom Under Fire: Circle of Doom,X360,2007.0,Role-Playing,Microsoft Game Studios,-0.10460965583870463,-0.05391440757073848,-0.1225770165591284,-0.04375478649200733,-0.10872264882225732
5100,NBA Inside Drive 2002,XB,2002.0,Sports,Microsoft Game Studios,0.017417042921705934,-0.13280069409822948,-0.25153953697432324,-0.2022784870027433,-0.10872264882225732
5101,The BIGS,Wii,2007.0,Sports,Take-Two Interactive,0.09063306217795225,-0.29057326715321147,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
5102,Major League Baseball 2K6,X360,2006.0,Sports,Spike,0.09063306217795225,-0.29057326715321147,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
5103,Kileak: The DNA Imperative,PS,1994.0,Shooter,Sony Computer Entertainment,-0.22663635459911513,-0.172243837361975,0.42551369520544957,-0.14943725349916465,-0.10872264882225732
5104,Petz: Catz 2,PS2,2006.0,Simulation,Ubisoft,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.10872264882225732
5105,Mini Ninjas,Wii,2009.0,Action,Eidos Interactive,-0.11681232571474566,0.0446934505886253,-0.25153953697432324,-0.04375478649200733,-0.10872264882225732
5106,Tom Clancy's The Division,PC,2016.0,Shooter,Ubisoft,-0.0802043160866225,-0.014471264306992951,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
5107,Phantasy Star Portable 2: Infinity,PSP,2011.0,Role-Playing,Sega,-0.32425771360744354,-0.29057326715321147,0.9413637768662291,-0.255119720506322,-0.10872264882225732
5108,Hell's Kitchen: The Game,DS,2008.0,Simulation,Ubisoft,0.09063306217795225,-0.2708516955213387,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
5109,LEGO Dimensions,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,-0.06800164621058147,-0.03419283593886572,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
"5110,""Monsters, Inc. Scream Arena"",GC,2002,Platform,THQ,0.29,0.07,0,0.01,0.37;",,,,,,,,,,
5111,Reel Fishing III,PS2,2003.0,Sports,Natsume,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.10872264882225732
5112,Cabela's Deer Hunt 2005 Season,PS2,2004.0,Sports,Activision,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.10872264882225732
5113,Prince of Persia: The Forgotten Sands,PSP,2010.0,Action,Ubisoft,-0.21443368472307409,0.06441502222049801,-0.21929890687052456,0.2732926145294647,-0.10872264882225732
5114,Rampage: Total Destruction,PS2,2006.0,Action,Midway Games,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.10872264882225732
5115,High Heat Major League Baseball 2003,PS2,2002.0,Sports,3DO,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.10872264882225732
5116,Madden NFL 11,PSP,2010.0,Sports,Electronic Arts,0.10283573205399324,-0.29057326715321147,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
5117,Super Formation Soccer 94,SNES,1994.0,Sports,Human Entertainment,-0.32425771360744354,-0.29057326715321147,0.9413637768662291,-0.255119720506322,-0.10872264882225732
5118,Panzer Dragoon,SAT,1995.0,Shooter,Sega,-0.32425771360744354,-0.29057326715321147,0.9413637768662291,-0.255119720506322,-0.10872264882225732
5119,Tiger Woods PGA Tour 12: The Masters,Wii,2011.0,Sports,Electronic Arts,-0.06800164621058147,-0.03419283593886572,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
5120,Rage,PC,2011.0,Shooter,Bethesda Softworks,-0.1534203353428688,0.06441502222049801,-0.25153953697432324,0.061927680515149984,-0.10872264882225732
5121,Spider-Man: Friend or Foe,PS2,2007.0,Action,Activision,0.054025052549829054,-0.2708516955213387,-0.25153953697432324,0.009086447011571349,-0.10872264882225732
5122,Yarudora Series Vol.1: Double Cast,PS,1998.0,Adventure,Sony Computer Entertainment,-0.32425771360744354,-0.29057326715321147,0.8768825166586316,-0.14943725349916465,-0.10872264882225732
5123,Dungeon Siege III,X360,2011.0,Role-Playing,Square Enix,-0.06800164621058147,-0.05391440757073848,-0.21929890687052456,-0.09659601999558601,-0.10872264882225732
5124,Juiced 2: Hot Import Nights,PSP,2007.0,Racing,THQ,-0.2510416943511972,0.10385816548424354,-0.25153953697432324,0.32613384803304335,-0.10872264882225732
5125,Rec Room Games,Wii,2009.0,Sports,Destineer,0.10283573205399324,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.10872264882225732
5126,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,2000.0,Role-Playing,ChunSoft,-0.32425771360744354,-0.29057326715321147,0.7801606263472355,0.009086447011571349,-0.10872264882225732
5127,Turok: Rage Wars,N64,1999.0,Shooter,Acclaim Entertainment,0.041822382673787996,-0.172243837361975,-0.25153953697432324,-0.255119720506322,-0.10872264882225732
5128,Scooby-Doo! Classic Creep Capers,N64,2000.0,Action,THQ,0.041822382673787996,-0.172243837361975,-0.25153953697432324,-0.255119720506322,-0.10872264882225732
5129,Dragonfire,2600,1981.0,Action,Imagic,0.10283573205399324,-0.251130123889466,-0.25153953697432324,-0.255119720506322,-0.10872264882225732
5130,Custom Robo,GC,2004.0,Role-Playing,Nintendo,0.02961971279774693,-0.15252226573010222,-0.25153953697432324,-0.2022784870027433,-0.10872264882225732
5131,FIFA Soccer 13,PSP,2012.0,Action,Electronic Arts,-0.2632443642272383,0.08413659385237078,-0.18705827676672582,0.2732926145294647,-0.10872264882225732
5132,Command & Conquer: Red Alert 3 Ultimate Edition,PS3,2009.0,Strategy,Electronic Arts,-0.1534203353428688,0.0446934505886253,-0.25153953697432324,0.061927680515149984,-0.10872264882225732
5133,Harry Potter and the Order of the Phoenix,PSP,2007.0,Action,Electronic Arts,-0.202231014847033,0.0446934505886253,-0.25153953697432324,0.2732926145294647,-0.10872264882225732
5134,Medieval II: Total War Gold Edition,PC,2008.0,Strategy,Sega,-0.32425771360744354,0.3602385966985893,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
5135,Pac-Man World 2,GC,2002.0,Action,Nintendo,0.017417042921705934,-0.15252226573010222,-0.25153953697432324,-0.2022784870027433,-0.10872264882225732
5136,Kotoba no Puzzle: Mojipittan DS,DS,2007.0,Puzzle,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,0.9413637768662291,-0.255119720506322,-0.10872264882225732
5137,Barbie Horse Adventures: Blue Ribbon Race,GBA,2003.0,Sports,Knowledge Adventure,-0.006988296830376191,-0.09335755083448397,-0.25153953697432324,-0.2022784870027433,-0.10872264882225732
5138,Bionic Commando,PS3,2009.0,Platform,Capcom,-0.17782567509495092,0.0446934505886253,-0.21929890687052456,0.1147689140187287,-0.10872264882225732
5139,Wanted: Weapons of Fate,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,-0.11681232571474566,0.005250307324879761,-0.25153953697432324,-0.04375478649200733,-0.10872264882225732
5140,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,2003.0,Adventure,Square Enix,-0.32425771360744354,-0.29057326715321147,0.9091231467624303,-0.2022784870027433,-0.10872264882225732
5141,Dishonored,PS4,2015.0,Action,Bethesda Softworks,-0.190028344970992,0.06441502222049801,-0.18705827676672582,0.061927680515149984,-0.10872264882225732
5142,Marvel: Ultimate Alliance,PSP,2006.0,Role-Playing,Activision,0.07843039230191118,-0.29057326715321147,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
5143,NFL Street 2 Unleashed,PSP,2005.0,Sports,Electronic Arts,0.09063306217795225,-0.29057326715321147,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
5144,Super Robot Taisen EX,SNES,1994.0,Strategy,Banpresto,-0.32425771360744354,-0.29057326715321147,0.9413637768662291,-0.255119720506322,-0.10872264882225732
5145,FIFA Street 2,PS2,2006.0,Sports,Electronic Arts,-0.11681232571474566,-0.03419283593886572,-0.18705827676672582,-0.04375478649200733,-0.10872264882225732
5146,Bottom of the 9th,N64,1999.0,Sports,Konami Digital Entertainment,0.12724107180607536,-0.29057326715321147,-0.25153953697432324,-0.255119720506322,-0.10872264882225732
5147,Theatrhythm Final Fantasy: Curtain Call,3DS,2014.0,Misc,Square Enix,-0.16562300521890988,-0.13280069409822948,0.23206991458265738,-0.14943725349916465,-0.10872264882225732
5148,Trauma Center: Under the Knife,DS,2005.0,Simulation,Nintendo,0.041822382673787996,-0.2708516955213387,-0.18705827676672582,-0.09659601999558601,-0.10872264882225732
5149,Shin Megami Tensei II,SNES,1994.0,Role-Playing,Atlus,-0.32425771360744354,-0.29057326715321147,0.9413637768662291,-0.255119720506322,-0.10872264882225732
5150,Xenosaga Episode III: Also sprach Zarathustra,PS2,2006.0,Role-Playing,Namco Bandai Games,-0.21443368472307409,-0.15252226573010222,0.3287918048940535,-0.14943725349916465,-0.10872264882225732
5151,Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,2008.0,Simulation,Game Factory,0.09063306217795225,-0.29057326715321147,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
5152,Sid Meier's Civilization: Beyond Earth,PC,2014.0,Strategy,Take-Two Interactive,-0.190028344970992,0.14330130874798902,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
5153,Need for Speed: The Run,PC,2011.0,Action,Electronic Arts,-0.21443368472307409,0.12357973711611625,-0.25153953697432324,0.1147689140187287,-0.10872264882225732
5154,Virtua Fighter 3tb,DC,1998.0,Fighting,Sega,-0.32425771360744354,-0.29057326715321147,0.9413637768662291,-0.255119720506322,-0.10872264882225732
5155,Transformers: Dark of the Moon,PS3,2011.0,Action,Activision,-0.190028344970992,0.08413659385237078,-0.25153953697432324,0.1147689140187287,-0.10872264882225732
5156,Mini-Yonku GB: Let's & Go!!,GB,1997.0,Strategy,ASCII Entertainment,-0.32425771360744354,-0.29057326715321147,0.9413637768662291,-0.255119720506322,-0.10872264882225732
5157,Skylanders SWAP Force,PS4,2013.0,Platform,Activision,-0.0802043160866225,-0.05391440757073848,-0.25153953697432324,0.009086447011571349,-0.10872264882225732
5158,LEGO Batman 2: DC Super Heroes,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,-0.11681232571474566,-0.03419283593886572,-0.25153953697432324,0.061927680515149984,-0.10872264882225732
5159,Rock Band 4,PS4,2015.0,Misc,Harmonix Music Systems,-0.019190966706417255,-0.19196540899384773,-0.25153953697432324,0.1147689140187287,-0.10872264882225732
5160,Left 4 Dead 2,PC,2009.0,Shooter,Valve Software,-0.32425771360744354,0.34051702506671655,-0.25153953697432324,-0.04375478649200733,-0.10872264882225732
5161,The Sims 2: Castaway,PS2,2007.0,Simulation,Electronic Arts,0.041822382673787996,-0.2708516955213387,-0.25153953697432324,0.009086447011571349,-0.10872264882225732
5162,NCAA Football 07,PSP,2006.0,Sports,Electronic Arts,0.09063306217795225,-0.29057326715321147,-0.25153953697432324,-0.09659601999558601,-0.10872264882225732
5163,The Chronicles of Narnia: Prince Caspian,Wii,2008.0,Action,Disney Interactive Studios,0.054025052549829054,-0.251130123889466,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5164,NBA Live 2003,XB,,Sports,Electronic Arts,0.054025052549829054,-0.21168698062572044,-0.25153953697432324,-0.2022784870027433,-0.11513150798790138
5165,Dreamworks Madagascar Kartz,DS,2009.0,Racing,Activision,-0.019190966706417255,-0.13280069409822948,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5166,My Horse & Me,DS,2007.0,Sports,Atari,0.07843039230191118,-0.29057326715321147,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5167,GoldenEye: Rogue Agent,GC,2004.0,Shooter,Electronic Arts,0.017417042921705934,-0.15252226573010222,-0.25153953697432324,-0.2022784870027433,-0.11513150798790138
5168,Zero4 Champ RR,SNES,1994.0,Sports,Media Rings,-0.32425771360744354,-0.29057326715321147,0.9091231467624303,-0.255119720506322,-0.11513150798790138
5169,Dragon Ball Z: Infinite World,PS2,2008.0,Fighting,Namco Bandai Games,-0.22663635459911513,-0.172243837361975,0.42551369520544957,-0.14943725349916465,-0.11513150798790138
5170,Nonomura Byoin no Hitobito,SAT,1996.0,Adventure,Elf,-0.32425771360744354,-0.29057326715321147,0.9091231467624303,-0.255119720506322,-0.11513150798790138
5171,Tom Clancy's HAWX 2,X360,2010.0,Action,Ubisoft,-0.03139363658245832,-0.11307912246635674,-0.21929890687052456,-0.09659601999558601,-0.11513150798790138
5172,ESPN X Games Skateboarding,PS2,2001.0,Sports,Konami Digital Entertainment,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5173,Bejeweled 3,DS,,Puzzle,Unknown,0.06622772242587012,-0.251130123889466,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5174,Resident Evil Zero,PS4,2016.0,Action,Capcom,-0.21443368472307409,0.0446934505886253,-0.09033638645532968,0.009086447011571349,-0.11513150798790138
5175,Super Fire ProWrestling Special,SNES,1994.0,Fighting,Human Entertainment,-0.32425771360744354,-0.29057326715321147,0.9091231467624303,-0.255119720506322,-0.11513150798790138
5176,Yuu Yuu Hakusho,SNES,1993.0,Fighting,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,0.9091231467624303,-0.255119720506322,-0.11513150798790138
5177,Kamaitachi no Yoru 2,PS2,2002.0,Adventure,ChunSoft,-0.32425771360744354,-0.29057326715321147,0.9091231467624303,-0.255119720506322,-0.11513150798790138
5178,High Heat Major League Baseball 2004,PS2,2003.0,Sports,3DO,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5179,Robots,PS2,2005.0,Action,Vivendi Games,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5180,NARC,PS2,2005.0,Shooter,Midway Games,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5181,One Piece: Gigant Battle!,DS,2010.0,Fighting,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,0.9091231467624303,-0.255119720506322,-0.11513150798790138
5182,Valkyrie Profile: Lenneth,PSP,2006.0,Role-Playing,Square Enix,-0.11681232571474566,-0.2708516955213387,0.2643105446864561,-0.14943725349916465,-0.11513150798790138
5183,Tiger Woods PGA Tour 09,PSP,2008.0,Sports,Electronic Arts,-0.23883902447515618,0.08413659385237078,-0.25153953697432324,0.2732926145294647,-0.11513150798790138
5184,Metro: Last Light,X360,2013.0,Action,Deep Silver,-0.11681232571474566,0.024971878956752527,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5185,Tiger Woods PGA Tour 14,X360,2013.0,Sports,Electronic Arts,-0.06800164621058147,-0.03419283593886572,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5186,LocoRoco 2,PSP,2008.0,Platform,Sony Computer Entertainment,-0.06800164621058147,-0.11307912246635674,-0.21929890687052456,0.009086447011571349,-0.11513150798790138
5187,Monster Rancher 3,PS2,2001.0,Simulation,Tecmo Koei,-0.190028344970992,-0.11307912246635674,0.19982928447885873,-0.09659601999558601,-0.11513150798790138
5188,The Incredibles: Rise of the Underminer,PS2,2005.0,Action,THQ,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5189,Spider-Man: Shattered Dimensions,X360,2010.0,Action,Activision,-0.03139363658245832,-0.11307912246635674,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5190,BlazBlue: Calamity Trigger,X360,2009.0,Fighting,PQube,-0.06800164621058147,-0.13280069409822948,-0.1225770165591284,-0.09659601999558601,-0.11513150798790138
5191,MechWarrior 2: 31st Century Combat,PS,1997.0,Simulation,Activision,-0.0802043160866225,-0.014471264306992951,-0.25153953697432324,-0.14943725349916465,-0.11513150798790138
5192,Earth Defense Force 2025,PS3,2013.0,Shooter,D3Publisher,-0.27544703410327936,-0.23140855225759321,0.618957475828242,-0.14943725349916465,-0.11513150798790138
5193,Hamtaro: Ham-Ham Heartbreak,GBA,2002.0,Action,Nintendo,-0.006988296830376191,-0.09335755083448397,-0.25153953697432324,-0.2022784870027433,-0.11513150798790138
5194,Okage: Shadow King,PS2,2001.0,Role-Playing,Sony Computer Entertainment,-0.1534203353428688,-0.07363597920261122,0.00638550385606644,-0.04375478649200733,-0.11513150798790138
5195,Press Your Luck 2010 Edition,Wii,2009.0,Misc,Ubisoft,0.07843039230191118,-0.29057326715321147,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5196,Mobile Suit Z-Gundam,PS,1997.0,Action,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,0.844641886554833,-0.14943725349916465,-0.11513150798790138
5197,Cubix Robots for Everyone: Clash 'n' Bash,GBA,,Action,Unknown,-0.006988296830376191,-0.09335755083448397,-0.25153953697432324,-0.2022784870027433,-0.11513150798790138
5198,Tropico 4,X360,,Strategy,Kalypso Media,-0.0802043160866225,-0.03419283593886572,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5199,Speed Racer: The Videogame,DS,2008.0,Racing,Warner Bros. Interactive Entertainment,0.02961971279774693,-0.19196540899384773,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5200,NHL 2K10,Wii,2009.0,Sports,Take-Two Interactive,0.07843039230191118,-0.2708516955213387,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5201,Assassin's Creed III,WiiU,2012.0,Action,Ubisoft,-0.09240698596266356,-0.03419283593886572,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5202,Kirby's Dream Land 3,SNES,1997.0,Platform,Nintendo,-0.32425771360744354,-0.29057326715321147,0.9091231467624303,-0.255119720506322,-0.11513150798790138
5203,Big Bass World Championship,PS,1997.0,Sports,Starfish,-0.0802043160866225,-0.014471264306992951,-0.25153953697432324,-0.14943725349916465,-0.11513150798790138
5204,NFL GameDay 2001,PS2,2000.0,Sports,Sony Computer Entertainment,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5205,NBA 2K6,XB,2005.0,Action,Take-Two Interactive,0.005214373045664872,-0.13280069409822948,-0.25153953697432324,-0.2022784870027433,-0.11513150798790138
5206,Jurassic Park,NES,1993.0,Action,Ocean,-0.019190966706417255,-0.09335755083448397,-0.25153953697432324,-0.2022784870027433,-0.11513150798790138
5207,Mystical Ninja starring Goemon,N64,1997.0,Action,Konami Digital Entertainment,-0.23883902447515618,-0.251130123889466,0.48999495541304705,-0.04375478649200733,-0.11513150798790138
5208,Tetrisphere,N64,1997.0,Puzzle,Nintendo,0.02961971279774693,-0.172243837361975,-0.25153953697432324,-0.255119720506322,-0.11513150798790138
5209,Saban's Power Rangers: Lightspeed Rescue,N64,2000.0,Action,THQ,0.02961971279774693,-0.172243837361975,-0.25153953697432324,-0.255119720506322,-0.11513150798790138
5210,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,2013.0,Fighting,Marvelous Entertainment,-0.16562300521890988,-0.251130123889466,0.2643105446864561,0.009086447011571349,-0.11513150798790138
5211,North American Hunting Extravaganza,Wii,2008.0,Sports,Zushi Games,0.07843039230191118,-0.29057326715321147,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5212,World's Scariest Police Chases,PS,2001.0,Racing,Activision,-0.0802043160866225,-0.014471264306992951,-0.25153953697432324,-0.14943725349916465,-0.11513150798790138
5213,Guitar Hero: Smash Hits,PS3,2009.0,Misc,Activision,-0.0802043160866225,-0.07363597920261122,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5214,Shaun Palmer's Pro Snowboarder,GBA,2001.0,Sports,Activision,-0.006988296830376191,-0.09335755083448397,-0.25153953697432324,-0.2022784870027433,-0.11513150798790138
5215,AMF Bowling World Lanes,Wii,2008.0,Sports,Bethesda Softworks,0.07843039230191118,-0.29057326715321147,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5216,MechAssault 2: Lone Wolf,XB,2004.0,Simulation,Microsoft Game Studios,0.005214373045664872,-0.13280069409822948,-0.25153953697432324,-0.2022784870027433,-0.11513150798790138
5217,Middle-Earth: Shadow of Mordor,PC,2014.0,Action,Warner Bros. Interactive Entertainment,-0.17782567509495092,0.10385816548424354,-0.25153953697432324,-0.04375478649200733,-0.11513150798790138
5218,Hamster Club 3,GBA,2002.0,Simulation,Jorudan,-0.32425771360744354,-0.29057326715321147,0.8768825166586316,-0.2022784870027433,-0.11513150798790138
5219,Breath of Fire II,SNES,1994.0,Role-Playing,Laguna,-0.32425771360744354,-0.29057326715321147,0.9091231467624303,-0.255119720506322,-0.11513150798790138
